stop_id,stop_name,stop_lat,stop_lon
31850,Sağlık Müdürlüğü,38.4635007433395,27.1759000433338
10457,Halkapınar Metro,38.4334076656422,27.1692932077086
30944,Zirve Kent,38.51339,27.26897
30940,Villa,38.5115859177918,27.2695231077847
30384,Karaçam Giriş,38.5088991828425,27.2696292980643
30378,Dostlar Sitesi,38.4846,27.247
31773,Evka 3 Aktarma Merkezi,38.465658,27.22856
30373,Topçu Birliği,38.47,27.2287
30377,Mezarlık,38.482681,27.244095
30379,Dostlar Sitesi,38.4854,27.24955
30939,Karaçam Giriş,38.5094486550198,27.2698093575519
30941,Villa,38.5117118662685,27.269688987455
30943,Zirve Kent,38.5131,27.2691
30951,Karaçam Havuz,38.5142950924537,27.2693104016025
30945,Trafo,38.516102444165,27.2709829729526
32381,Karaçam Çiftlik,38.5179192027096,27.2687412348787
32383,Karaçam Santral,38.5195512163931,27.2708382113351
32385,Karaçam Park,38.5190822219368,27.2723192070943
20650,Mezbaha,38.4988484899432,27.1167490144718
20652,Zübeyde Hanım Huzurevi,38.496682,27.1167
20653,Zübeyde Hanım Huzurevi,38.496632,27.116827
20651,Mezbaha,38.4987084906412,27.1171490129048
13163,Esbaş,38.335522,27.136289
21527,İrem Sitesi,38.5573,27.0458
23255,Egekent 2 Koruluk,38.5554660679308,27.0567430441969
23257,Egekent 2 İstiklal,38.5562559779285,27.0582810761258
24235,Tepe,38.5569444265404,27.0597211618293
23666,Ahıskakent ilkokulu,38.5607744269048,27.0608021311634
22516,Toki Okul,38.560448,27.061844
22509,Ahıska,38.56007,27.063532
22513,Gazi Mah  Toki Evleri,38.562124,27.065755
23662,Sürgün Abidesi,38.5628874453798,27.0668540806562
23268,Şehit Pilot Albay Gökselin Saylan,38.5642134487266,27.0681570641368
21656,Gazi Toki Yol Ayrımı,38.5647194558306,27.0703590473713
21688,Koyundere Mezarlık,38.567404,27.070174
21690,Koyundere Mera,38.57044,27.070064
22532,İnkılap,38.575495,27.063412
22529,Koyundere Muhtarlık,38.5731844175372,27.061361047366
41073,Demirci Köy,38.2817,27.2874
41075,Demirci Zambak,38.278615,27.283423
41077,Lavanta,38.276393,27.282018
16455,Yoğurtçular Çıkış,38.270723056345,27.2826762354677
41079,Yoğurtçular Meydan,38.268627,27.282846
16240,Yoğurtçular Giriş,38.2667910292282,27.2818032345853
41081,Yoğurtçular Papatya,38.263288,27.278575
41083,Yoğurtçular Yol Ayrımı,38.25118,27.263828
10795,Türkmenköy Jandarma,38.2500417270388,27.2639986467982
10797,Üç Pınarlar,38.2477230143541,27.2675013560352
10799,Emlakçılar,38.2459858929199,27.2694982142353
10801,Egekent 4 Kavşak,38.2427,27.2728
10803,Ayrancılar Mezarlık,38.2395998387178,27.2763002043027
11230,Yıldız,38.2375,27.2784
11228,Ayrancılar Çıkış,38.2353,27.277
11364,Fesleğen,38.233155,27.275409
11362,Kamelya,38.2317,27.2741
11226,Pancar Viraj,38.2305277805221,27.2702381824609
10692,Şehit Jandarma Uzman Çavuş Hüseyin Tosun,38.228302,27.267604
11224,Bahçeler,38.2269,27.2666
11346,Plastik Fabrikası,38.2242,27.2644
11222,Sanayi Sitesi,38.220614,27.26253
11220,Otoyol,38.217316,27.259565
11218,Çiftlik,38.2143996860649,27.2569001252327
11216,Organize,38.2118596721234,27.2546741140362
15608,Pancar Prefabrik,38.2087916550855,27.2522050999236
15611,Pancar Zeytin,38.2056036375324,27.2496950844282
11214,Gurbet Tepe,38.2037346299234,27.2471020738624
11528,Süt Fabrikası,38.2022,27.244803
11212,Pancar Giriş,38.2007566211316,27.2417500550796
11210,Defne,38.199515,27.23917
11211,Defne,38.1997196183469,27.2398450482635
11213,Pancar Giriş,38.2008,27.2422
11527,Süt Fabrikası,38.201993,27.244802
11215,Gurbet Tepe,38.203788,27.24754
15610,Pancar Zeytin,38.2058236383094,27.2500600857027
15609,Pancar Prefabrik,38.2090696562074,27.2526221014032
11217,Organize,38.2115,27.2546
11219,Çiftlik,38.2138323332979,27.2566333572425
11221,Otoyol,38.217346,27.259777
11223,Sanayi Sitesi,38.221224,27.262897
11345,Plastik Fabrikası,38.2244,27.2648
11225,Bahçeler,38.2268,27.2666
10691,Şehit Jandarma Uzman Çavuş Hüseyin Tosun,38.228769,27.268161
11227,Pancar Viraj,38.2300017753881,27.2710661815856
11363,Kamelya,38.232,27.2745
11365,Fesleğen,38.2337,27.2758
11229,Ayrancılar Çıkış,38.2354,27.2771
11231,Yıldız,38.2379,27.2786
10807,Sekseninci Yıl Cumhuriyet Parkı,38.238,27.2804
10806,Sekseninci Yıl Cumhuriyet Parkı,38.2385,27.2792
10802,Ayrancılar Mezarlık,38.2403,27.2759
10800,Egekent 4 Kavşak,38.2422,27.2736
10798,Emlakçılar,38.2459,27.2703
10796,Üç Pınarlar,38.2478353168808,27.2676365197435
10794,Türkmenköy Jandarma,38.2499990684172,27.2646821721624
